Tipo de cambio - TC Sistema bancario SBS (S/ por US$) - Venta,dia,mes,año,fecha,dia de semana,Inflación PERU,Precio Cobre,Precio Oro,Precio Zinc,PIB,Reservas internacionales,Intervenciones del BCRP,Inflación EEUU,Eventos políticos,Tasa Referencial EEUU,Expectativas del mercado,Volatilidad global
3.27,8,8,2018,08/08/2018,3,0,0,0,0,0,1,0,1,1,0,0,0
3.273,9,8,2018,09/08/2018,4,1,1,0,0,1,0,0,0,1,0,0,1
3.279,10,8,2018,10/08/2018,5,1,0,1,0,0,0,1,0,1,0,1,1
3.287,13,8,2018,13/08/2018,1,1,1,1,1,0,1,0,1,0,0,1,0
3.291,14,8,2018,14/08/2018,2,0,0,0,1,1,1,1,0,0,0,1,0
3.313,15,8,2018,15/08/2018,3,0,0,1,1,0,1,0,0,1,0,0,0
3.312,16,8,2018,16/08/2018,4,0,0,1,1,0,0,0,1,1,1,0,1
3.321,17,8,2018,17/08/2018,5,0,0,0,1,1,0,1,1,0,1,1,0
3.315,20,8,2018,20/08/2018,1,1,0,0,1,1,1,0,1,0,1,1,1
3.301,21,8,2018,21/08/2018,2,0,0,1,1,0,0,1,1,0,0,1,1
3.287,22,8,2018,22/08/2018,3,1,1,0,0,0,1,0,1,1,0,0,0
3.296,23,8,2018,23/08/2018,4,1,1,0,1,1,0,1,0,0,1,1,1
3.294,24,8,2018,24/08/2018,5,1,1,0,1,1,1,1,0,0,1,0,0
3.291,27,8,2018,27/08/2018,1,1,0,1,0,0,0,0,0,1,1,0,0
3.294,28,8,2018,28/08/2018,2,1,0,0,1,0,0,0,1,1,1,1,0
3.298,29,8,2018,29/08/2018,3,1,1,1,0,1,1,0,1,1,0,0,1
3.298,30,8,2018,30/08/2018,4,0,0,1,0,1,1,1,1,1,0,1,1
3.298,31,8,2018,31/08/2018,5,1,0,0,0,0,0,1,1,1,1,0,1
3.307,3,9,2018,03/09/2018,1,1,1,1,1,1,0,0,0,1,0,0,0
3.315,4,9,2018,04/09/2018,2,0,1,0,1,0,1,0,1,0,1,0,1
3.317,5,9,2018,05/09/2018,3,1,0,1,0,1,1,1,0,1,0,0,0
3.32,6,9,2018,06/09/2018,4,0,1,1,1,0,0,1,0,0,0,1,1
3.325,7,9,2018,07/09/2018,5,0,0,0,1,0,1,0,1,1,1,1,1
3.328,10,9,2018,10/09/2018,1,1,1,0,0,0,1,0,0,0,0,0,1
3.334,11,9,2018,11/09/2018,2,0,0,0,0,1,0,0,0,1,1,0,0
3.331,12,9,2018,12/09/2018,3,0,1,0,0,1,1,0,0,1,1,1,0
3.325,13,9,2018,13/09/2018,4,0,1,1,0,0,1,1,0,1,0,0,1
3.316,14,9,2018,14/09/2018,5,1,1,1,0,1,0,1,1,1,0,0,0
3.316,17,9,2018,17/09/2018,1,1,0,1,1,1,1,0,1,0,1,0,0
3.308,18,9,2018,18/09/2018,2,0,0,1,1,0,1,1,0,1,0,1,1
3.305,19,9,2018,19/09/2018,3,1,1,1,1,0,1,0,1,1,0,1,0
3.3,20,9,2018,20/09/2018,4,1,1,1,1,0,0,0,0,0,1,1,0
3.293,21,9,2018,21/09/2018,5,0,1,0,0,0,1,0,0,0,0,0,0
3.3,24,9,2018,24/09/2018,1,0,1,0,0,1,1,0,0,0,1,0,1
3.306,25,9,2018,25/09/2018,2,0,0,1,1,0,0,0,0,1,0,1,0
3.306,26,9,2018,26/09/2018,3,0,0,1,1,0,1,1,1,1,0,0,0
3.303,27,9,2018,27/09/2018,4,1,0,0,0,1,0,1,1,1,1,1,0
3.302,28,9,2018,28/09/2018,5,0,0,1,1,1,0,1,0,0,0,1,0
3.309,1,10,2018,01/10/2018,1,0,1,1,0,0,0,0,0,0,1,0,1
3.314,2,10,2018,02/10/2018,2,1,1,0,0,0,1,0,0,1,0,0,1
3.314,3,10,2018,03/10/2018,3,1,0,1,0,1,1,1,1,1,0,0,1
3.335,4,10,2018,04/10/2018,4,0,1,1,1,0,1,1,0,0,0,1,1
3.324,5,10,2018,05/10/2018,5,1,0,0,1,0,0,1,0,1,1,1,1
3.324,8,10,2018,08/10/2018,1,1,0,1,0,0,0,1,0,1,1,0,1
3.332,9,10,2018,09/10/2018,2,0,0,1,0,1,1,0,1,1,0,1,0
3.33,10,10,2018,10/10/2018,3,1,0,1,1,0,1,0,0,1,1,0,1
3.33,11,10,2018,11/10/2018,4,0,0,0,1,1,0,1,1,0,1,1,1
3.333,12,10,2018,12/10/2018,5,1,0,1,0,0,1,0,0,1,1,0,0
3.338,15,10,2018,15/10/2018,1,1,1,1,0,1,0,0,1,1,0,1,0
3.334,16,10,2018,16/10/2018,2,1,0,1,0,0,1,1,0,1,0,1,0
3.336,17,10,2018,17/10/2018,3,1,1,0,1,1,1,0,1,0,0,1,1
3.338,18,10,2018,18/10/2018,4,1,1,0,0,0,1,0,0,0,0,0,1
3.332,19,10,2018,19/10/2018,5,0,0,1,1,1,0,1,0,0,1,1,1
3.334,22,10,2018,22/10/2018,1,0,1,1,0,1,1,1,0,0,1,1,1
3.337,23,10,2018,23/10/2018,2,0,0,0,1,1,0,1,0,1,1,0,1
3.341,24,10,2018,24/10/2018,3,0,0,1,0,1,0,1,0,0,1,0,0
3.341,25,10,2018,25/10/2018,4,1,0,1,1,1,1,0,0,0,0,1,0
3.347,26,10,2018,26/10/2018,5,1,1,0,0,1,0,1,0,0,0,0,1
3.352,29,10,2018,29/10/2018,1,1,1,0,1,1,0,1,1,0,0,1,0
3.36,30,10,2018,30/10/2018,2,0,0,0,1,0,0,0,0,0,0,0,0
3.367,31,10,2018,31/10/2018,3,1,1,1,0,0,1,0,0,0,1,0,0
3.367,1,11,2018,01/11/2018,4,1,1,1,0,0,0,1,1,1,1,0,1
3.367,2,11,2018,02/11/2018,5,0,0,1,1,0,0,1,1,1,0,1,0
3.361,5,11,2018,05/11/2018,1,1,1,0,1,1,0,1,0,0,1,0,1
3.371,6,11,2018,06/11/2018,2,1,1,1,1,0,0,1,0,1,1,0,1
3.366,7,11,2018,07/11/2018,3,1,1,1,1,1,0,1,0,0,0,0,0
3.37,8,11,2018,08/11/2018,4,1,1,1,0,1,1,1,0,1,1,1,1
3.372,9,11,2018,09/11/2018,5,0,0,0,0,0,0,1,0,0,1,0,1
3.377,12,11,2018,12/11/2018,1,1,1,1,1,0,1,0,0,0,1,0,1
3.379,13,11,2018,13/11/2018,2,0,0,0,0,1,1,1,1,0,1,0,0
3.379,14,11,2018,14/11/2018,3,0,0,0,1,0,1,1,0,1,0,1,1
3.386,15,11,2018,15/11/2018,4,1,0,1,0,0,1,1,0,1,1,0,0
3.379,16,11,2018,16/11/2018,5,1,1,1,0,0,0,1,0,1,0,0,1
3.378,19,11,2018,19/11/2018,1,1,1,0,1,1,0,1,1,0,1,1,1
3.383,20,11,2018,20/11/2018,2,1,1,0,0,1,0,1,0,1,0,0,0
3.378,21,11,2018,21/11/2018,3,0,1,0,1,0,0,0,0,1,0,0,1
3.373,22,11,2018,22/11/2018,4,1,0,0,0,0,1,1,1,1,0,0,1
3.379,23,11,2018,23/11/2018,5,1,0,1,0,0,1,1,0,1,1,1,0
3.381,26,11,2018,26/11/2018,1,0,0,0,0,0,0,0,0,1,0,0,1
3.383,27,11,2018,27/11/2018,2,1,0,1,0,1,1,1,1,0,1,0,1
3.38,28,11,2018,28/11/2018,3,0,0,1,0,0,0,0,1,1,0,1,0
3.379,29,11,2018,29/11/2018,4,1,1,1,0,1,0,1,0,0,0,1,1
3.382,30,11,2018,30/11/2018,5,0,1,1,0,1,0,1,1,0,1,1,0
3.378,3,12,2018,03/12/2018,1,1,1,0,0,1,0,1,0,1,0,1,0
3.385,4,12,2018,04/12/2018,2,0,0,0,0,0,1,0,1,1,1,0,1
3.381,5,12,2018,05/12/2018,3,0,1,1,0,1,1,1,1,1,0,1,1
3.381,6,12,2018,06/12/2018,4,1,0,0,0,0,1,0,1,0,1,0,1
3.371,7,12,2018,07/12/2018,5,1,0,0,1,1,0,0,1,0,1,0,1
3.376,10,12,2018,10/12/2018,1,0,0,1,0,0,0,0,1,0,0,1,0
3.37,11,12,2018,11/12/2018,2,1,1,0,0,1,1,0,0,1,1,0,1
3.359,12,12,2018,12/12/2018,3,0,1,1,1,0,1,0,1,0,1,1,1
3.365,13,12,2018,13/12/2018,4,0,0,0,0,1,0,1,0,0,1,0,1
3.355,14,12,2018,14/12/2018,5,1,0,0,1,1,0,0,1,0,0,1,1
3.347,17,12,2018,17/12/2018,1,0,0,0,0,0,1,0,0,0,0,1,0
3.346,18,12,2018,18/12/2018,2,1,0,1,0,0,1,1,1,0,1,0,0
3.351,19,12,2018,19/12/2018,3,1,0,0,1,0,0,0,0,1,1,1,1
3.343,20,12,2018,20/12/2018,4,1,0,1,0,0,0,0,1,0,1,0,0
3.358,21,12,2018,21/12/2018,5,0,1,0,0,0,1,0,0,1,1,0,0
3.358,24,12,2018,24/12/2018,1,1,1,0,0,0,1,0,1,1,0,0,0
3.358,25,12,2018,25/12/2018,2,1,0,0,0,1,0,1,0,0,1,0,1
3.369,26,12,2018,26/12/2018,3,1,1,0,1,0,1,1,1,1,1,1,0
3.376,27,12,2018,27/12/2018,4,1,0,1,0,0,1,1,0,0,1,0,1
3.37,28,12,2018,28/12/2018,5,0,1,0,1,0,1,0,0,0,1,1,0
3.379,31,12,2018,31/12/2018,1,1,0,1,0,0,1,1,1,0,0,0,1
3.379,1,1,2019,01/01/2019,2,0,1,0,0,0,0,0,0,0,0,1,1
3.373,2,1,2019,02/01/2019,3,0,0,0,1,1,1,1,1,1,0,0,1
3.371,3,1,2019,03/01/2019,4,0,0,0,0,1,1,0,1,1,0,1,0
3.36,4,1,2019,04/01/2019,5,1,1,0,0,0,0,0,1,1,0,1,1
3.353,7,1,2019,07/01/2019,1,0,1,1,0,1,0,0,1,0,1,0,0
3.35,8,1,2019,08/01/2019,2,1,0,1,1,1,1,1,0,0,1,0,1
3.335,9,1,2019,09/01/2019,3,0,0,0,1,0,1,1,1,1,0,1,1
3.343,10,1,2019,10/01/2019,4,1,0,0,1,0,0,1,0,1,1,0,0
3.343,11,1,2019,11/01/2019,5,1,0,1,1,0,1,0,1,0,1,0,1
3.345,14,1,2019,14/01/2019,1,0,1,0,1,1,0,0,0,1,1,0,1
3.34,15,1,2019,15/01/2019,2,0,1,1,1,1,0,1,1,0,0,0,1
3.333,16,1,2019,16/01/2019,3,0,0,0,1,0,1,1,0,0,0,0,1
3.333,17,1,2019,17/01/2019,4,1,0,1,1,0,0,0,1,1,0,1,0
3.319,18,1,2019,18/01/2019,5,1,1,1,0,1,0,1,1,1,1,0,1
3.33,21,1,2019,21/01/2019,1,0,1,1,0,0,1,1,0,0,0,0,0
3.337,22,1,2019,22/01/2019,2,0,0,1,1,1,1,0,1,0,0,1,1
3.338,23,1,2019,23/01/2019,3,0,0,0,0,0,1,0,0,1,1,1,0
3.346,24,1,2019,24/01/2019,4,0,1,1,0,0,0,1,0,1,0,1,0
3.345,25,1,2019,25/01/2019,5,1,1,0,1,0,1,1,1,0,0,0,0
3.354,28,1,2019,28/01/2019,1,0,1,0,1,1,0,0,1,0,0,0,1
3.36,29,1,2019,29/01/2019,2,0,1,1,0,0,0,1,1,1,0,1,1
3.355,30,1,2019,30/01/2019,3,1,1,1,1,0,1,0,0,1,1,0,1
3.335,31,1,2019,31/01/2019,4,0,1,1,0,1,1,0,1,1,1,0,1
3.33,1,2,2019,01/02/2019,5,0,1,1,1,1,0,1,1,0,0,1,0
3.331,4,2,2019,04/02/2019,1,1,0,1,1,0,0,0,1,0,0,1,1
3.331,5,2,2019,05/02/2019,2,0,0,0,0,0,1,1,1,0,1,0,0
3.328,6,2,2019,06/02/2019,3,0,0,0,1,0,1,1,0,1,1,0,1
3.324,7,2,2019,07/02/2019,4,0,1,1,0,0,1,1,0,0,0,1,1
3.324,8,2,2019,08/02/2019,5,1,1,1,1,0,1,1,0,0,0,1,0
3.331,11,2,2019,11/02/2019,1,1,0,0,1,1,0,0,0,1,1,1,1
3.333,12,2,2019,12/02/2019,2,0,1,1,1,1,1,0,1,0,0,0,1
3.337,13,2,2019,13/02/2019,3,1,0,1,0,1,0,1,1,1,0,0,0
3.341,14,2,2019,14/02/2019,4,1,0,0,1,0,1,0,0,1,1,0,0
3.331,15,2,2019,15/02/2019,5,0,0,0,1,1,0,1,0,1,0,0,1
3.324,18,2,2019,18/02/2019,1,1,0,1,1,1,1,1,0,0,0,1,0
3.318,19,2,2019,19/02/2019,2,0,1,0,0,1,1,0,1,1,0,0,0
3.318,20,2,2019,20/02/2019,3,0,1,0,1,1,1,0,1,1,1,0,1
3.322,21,2,2019,21/02/2019,4,0,0,1,1,0,0,0,1,0,0,1,1
3.31,22,2,2019,22/02/2019,5,0,1,1,0,1,1,1,1,1,0,1,1
3.306,25,2,2019,25/02/2019,1,1,1,1,1,1,1,1,0,0,0,0,1
3.312,26,2,2019,26/02/2019,2,0,1,0,0,0,0,1,1,1,1,0,0
3.306,27,2,2019,27/02/2019,3,1,1,0,1,0,1,1,0,1,1,1,1
3.305,28,2,2019,28/02/2019,4,1,0,0,0,0,1,1,0,0,0,0,1
3.307,1,3,2019,01/03/2019,5,0,1,1,0,0,0,0,1,0,1,0,1
3.312,4,3,2019,04/03/2019,1,0,0,0,1,1,0,1,0,1,1,1,1
3.313,5,3,2019,05/03/2019,2,0,0,1,0,0,1,1,0,0,0,1,0
3.31,6,3,2019,06/03/2019,3,1,0,1,0,1,1,0,0,1,1,0,0
3.311,7,3,2019,07/03/2019,4,0,1,0,0,1,0,0,1,1,0,0,1
3.315,8,3,2019,08/03/2019,5,1,1,0,1,1,0,0,1,0,1,0,1
3.31,11,3,2019,11/03/2019,1,1,0,1,0,1,0,0,0,0,1,1,0
3.303,12,3,2019,12/03/2019,2,0,1,1,1,0,0,0,0,0,1,1,0
3.292,13,3,2019,13/03/2019,3,1,1,1,1,1,1,1,0,0,0,0,1
3.297,14,3,2019,14/03/2019,4,1,1,0,0,1,0,1,0,0,1,1,1
3.299,15,3,2019,15/03/2019,5,1,0,0,1,0,0,1,1,1,1,1,1
3.301,18,3,2019,18/03/2019,1,1,0,1,1,1,1,1,1,0,0,1,0
3.301,19,3,2019,19/03/2019,2,1,1,0,0,0,0,1,0,1,1,0,1
3.294,20,3,2019,20/03/2019,3,0,0,1,1,0,0,0,0,0,1,1,0
3.294,21,3,2019,21/03/2019,4,0,0,1,1,0,0,1,0,0,0,0,0
3.305,22,3,2019,22/03/2019,5,0,0,1,1,1,1,0,1,0,0,1,1
3.304,25,3,2019,25/03/2019,1,1,1,1,1,0,1,0,0,1,0,0,1
3.306,26,3,2019,26/03/2019,2,1,1,1,1,1,1,1,1,1,1,1,1
3.317,27,3,2019,27/03/2019,3,0,0,0,1,1,0,0,1,0,0,0,0
3.319,28,3,2019,28/03/2019,4,0,0,1,1,1,1,1,1,1,1,1,0
3.321,29,3,2019,29/03/2019,5,1,1,0,1,0,0,1,0,1,1,1,1
3.312,1,4,2019,01/04/2019,1,0,1,0,1,0,1,0,0,0,1,0,0
3.312,2,4,2019,02/04/2019,2,0,0,1,0,1,1,0,0,0,0,0,0
3.3,3,4,2019,03/04/2019,3,0,1,0,1,1,0,0,0,1,1,1,1
3.299,4,4,2019,04/04/2019,4,1,1,0,1,1,1,1,1,0,1,1,1
3.3,5,4,2019,05/04/2019,5,0,0,0,0,0,0,1,1,0,1,0,0
3.293,8,4,2019,08/04/2019,1,0,0,0,1,0,0,0,1,1,0,1,0
3.293,9,4,2019,09/04/2019,2,0,1,1,0,0,1,1,0,0,1,1,0
3.295,10,4,2019,10/04/2019,3,0,0,0,1,0,1,0,0,0,1,1,0
3.3,11,4,2019,11/04/2019,4,0,1,0,0,0,1,0,1,0,0,0,1
3.296,12,4,2019,12/04/2019,5,1,0,0,1,1,1,0,0,0,0,1,1
3.299,15,4,2019,15/04/2019,1,1,1,0,0,0,1,1,0,1,0,0,1
3.297,16,4,2019,16/04/2019,2,0,1,0,1,0,1,0,0,0,0,1,0
3.297,17,4,2019,17/04/2019,3,1,1,0,1,1,1,1,0,1,0,0,0
3.297,18,4,2019,18/04/2019,4,0,1,0,1,1,0,1,1,0,0,0,0
3.297,19,4,2019,19/04/2019,5,1,0,1,0,1,1,0,0,1,1,0,0
3.304,22,4,2019,22/04/2019,1,1,1,0,1,0,1,0,0,0,1,0,0
3.311,23,4,2019,23/04/2019,2,0,0,1,1,1,1,0,0,0,1,1,1
3.322,24,4,2019,24/04/2019,3,0,1,1,1,1,0,1,1,0,1,0,0
3.332,25,4,2019,25/04/2019,4,1,1,1,0,0,1,0,1,1,1,1,1
3.321,26,4,2019,26/04/2019,5,1,0,1,1,1,0,0,1,1,0,1,1
3.317,29,4,2019,29/04/2019,1,1,1,0,0,1,0,0,0,0,1,0,0
3.312,30,4,2019,30/04/2019,2,1,1,1,0,1,1,1,1,1,1,0,1
3.312,1,5,2019,01/05/2019,3,0,1,1,0,1,1,1,0,1,1,1,1
3.315,2,5,2019,02/05/2019,4,1,1,1,0,0,0,0,1,0,0,1,0
3.304,3,5,2019,03/05/2019,5,0,0,0,1,0,0,1,1,1,0,0,0
3.312,6,5,2019,06/05/2019,1,1,1,1,0,1,1,0,1,0,1,1,1
3.315,7,5,2019,07/05/2019,2,1,1,1,0,1,1,1,1,1,0,0,0
3.316,8,5,2019,08/05/2019,3,0,0,0,0,0,1,0,1,1,1,1,0
3.322,9,5,2019,09/05/2019,4,0,0,0,1,1,0,0,0,0,1,0,1
3.318,10,5,2019,10/05/2019,5,0,0,0,1,0,0,1,1,0,1,1,1
3.332,13,5,2019,13/05/2019,1,1,0,0,1,1,0,0,0,1,1,0,0
3.325,14,5,2019,14/05/2019,2,0,0,1,1,0,1,1,0,0,1,1,1
3.324,15,5,2019,15/05/2019,3,1,0,1,0,1,1,0,0,1,1,1,1
3.318,16,5,2019,16/05/2019,4,0,1,1,1,0,0,1,1,0,0,1,0
3.324,17,5,2019,17/05/2019,5,0,1,1,1,0,0,0,0,0,1,1,0
3.34,20,5,2019,20/05/2019,1,0,1,1,1,0,0,1,1,0,1,1,0
3.347,21,5,2019,21/05/2019,2,1,1,1,0,0,0,0,0,0,0,1,0
3.347,22,5,2019,22/05/2019,3,0,1,0,0,1,0,1,1,1,1,0,0
3.35,23,5,2019,23/05/2019,4,1,0,0,0,0,1,1,1,0,0,0,0
3.346,24,5,2019,24/05/2019,5,1,1,0,0,1,1,1,0,1,0,1,0
3.351,27,5,2019,27/05/2019,1,0,1,1,1,0,1,0,0,0,1,0,0
3.355,28,5,2019,28/05/2019,2,0,0,1,1,0,0,1,1,0,1,0,0
3.358,29,5,2019,29/05/2019,3,1,0,1,0,1,0,0,0,0,1,0,0
3.363,30,5,2019,30/05/2019,4,1,1,0,0,1,0,0,1,0,1,1,1
3.37,31,5,2019,31/05/2019,5,1,0,1,0,1,1,0,1,0,1,0,1
3.373,3,6,2019,03/06/2019,1,0,0,1,1,0,0,0,1,0,1,0,1
3.351,4,6,2019,04/06/2019,2,0,0,1,1,0,0,1,0,1,0,0,0
3.353,5,6,2019,05/06/2019,3,0,0,1,0,1,0,1,0,1,1,0,0
3.338,6,6,2019,06/06/2019,4,1,0,1,0,1,1,1,1,1,1,0,1
3.336,7,6,2019,07/06/2019,5,0,0,0,1,0,1,1,0,1,1,0,1
3.335,10,6,2019,10/06/2019,1,0,1,0,1,1,1,1,0,0,1,1,0
3.332,11,6,2019,11/06/2019,2,1,1,1,0,1,0,0,1,1,0,1,0
3.331,12,6,2019,12/06/2019,3,0,0,0,0,0,0,0,1,0,1,1,1
3.332,13,6,2019,13/06/2019,4,1,0,1,0,1,1,0,1,1,0,1,0
3.34,14,6,2019,14/06/2019,5,1,0,1,1,1,0,1,0,0,1,0,0
3.348,17,6,2019,17/06/2019,1,1,1,1,0,1,0,0,1,0,1,0,1
3.34,18,6,2019,18/06/2019,2,0,0,0,1,1,0,0,0,0,1,0,1
3.336,19,6,2019,19/06/2019,3,1,1,0,0,1,1,0,0,0,0,0,1
3.313,20,6,2019,20/06/2019,4,0,0,1,0,0,0,1,0,1,1,0,0
3.306,21,6,2019,21/06/2019,5,1,1,0,1,1,0,1,0,1,0,1,0
3.302,24,6,2019,24/06/2019,1,0,1,0,0,1,1,0,1,1,0,0,0
3.298,25,6,2019,25/06/2019,2,0,1,1,0,1,1,1,0,0,1,0,0
3.301,26,6,2019,26/06/2019,3,1,1,1,1,0,1,1,1,1,0,0,1
3.294,27,6,2019,27/06/2019,4,0,0,1,1,1,1,1,1,0,1,0,0
3.29,28,6,2019,28/06/2019,5,0,0,0,1,0,1,0,0,1,1,0,1
3.291,1,7,2019,01/07/2019,1,0,1,1,1,1,0,0,1,1,1,0,0
3.292,2,7,2019,02/07/2019,2,1,1,1,1,1,1,0,1,1,1,0,0
3.296,3,7,2019,03/07/2019,3,1,0,1,0,0,1,0,0,0,0,1,1
3.294,4,7,2019,04/07/2019,4,0,1,1,0,0,1,1,0,0,1,0,1
3.298,5,7,2019,05/07/2019,5,1,0,1,0,1,1,1,1,1,0,0,0
3.293,8,7,2019,08/07/2019,1,1,1,1,0,1,0,1,1,0,1,0,1
3.293,9,7,2019,09/07/2019,2,0,1,0,1,1,1,1,0,1,0,1,1
3.288,10,7,2019,10/07/2019,3,0,0,1,1,0,1,1,0,1,1,0,1
3.286,11,7,2019,11/07/2019,4,0,0,0,0,0,0,0,1,1,0,1,0
3.285,12,7,2019,12/07/2019,5,0,0,1,1,1,0,1,1,0,0,1,1
3.286,15,7,2019,15/07/2019,1,1,1,1,0,0,1,1,0,1,0,0,1
3.288,16,7,2019,16/07/2019,2,0,0,0,0,0,0,0,0,0,1,0,1
3.287,17,7,2019,17/07/2019,3,0,1,1,0,1,0,1,1,0,1,0,1
3.288,18,7,2019,18/07/2019,4,1,0,1,0,1,1,0,0,0,0,1,1
3.286,19,7,2019,19/07/2019,5,0,1,1,0,1,1,1,1,1,1,0,1
3.287,22,7,2019,22/07/2019,1,0,1,1,0,0,0,1,1,1,1,1,0
3.292,23,7,2019,23/07/2019,2,1,1,1,0,1,1,1,1,1,1,0,0
3.294,24,7,2019,24/07/2019,3,0,0,1,1,1,1,0,1,0,0,1,1
3.3,25,7,2019,25/07/2019,4,1,0,1,0,1,1,1,1,1,1,1,1
3.3,26,7,2019,26/07/2019,5,1,0,1,0,1,1,1,1,1,1,1,1
3.3,29,7,2019,29/07/2019,1,0,0,1,0,1,1,1,1,1,0,0,0
3.3,30,7,2019,30/07/2019,2,0,1,1,0,0,0,0,1,0,1,0,0
3.31,31,7,2019,31/07/2019,3,1,1,0,0,1,1,0,0,0,0,0,0
3.319,1,8,2019,01/08/2019,4,0,0,0,1,1,1,0,0,1,1,1,0
3.346,2,8,2019,02/08/2019,5,1,1,1,1,1,0,1,1,1,1,0,0
3.385,5,8,2019,05/08/2019,1,1,1,0,0,0,0,0,0,1,0,1,0
3.384,6,8,2019,06/08/2019,2,0,0,1,0,1,1,0,0,0,1,1,1
3.382,7,8,2019,07/08/2019,3,1,0,0,0,1,1,1,0,1,0,0,0
3.382,8,8,2019,08/08/2019,4,1,1,0,1,1,1,0,0,0,1,1,1
3.383,9,8,2019,09/08/2019,5,1,1,0,0,0,0,1,0,0,1,1,0
3.389,12,8,2019,12/08/2019,1,1,1,0,1,1,0,0,1,0,1,1,0
3.377,13,8,2019,13/08/2019,2,0,0,1,0,0,0,1,1,1,1,0,1
3.389,14,8,2019,14/08/2019,3,0,0,1,1,1,1,1,1,0,0,1,0
3.394,15,8,2019,15/08/2019,4,0,1,1,0,1,0,1,1,1,0,1,0
3.386,16,8,2019,16/08/2019,5,0,0,1,1,1,0,1,1,0,0,0,0
3.386,19,8,2019,19/08/2019,1,1,0,0,1,0,0,1,0,1,0,0,0
3.381,20,8,2019,20/08/2019,2,0,1,1,0,1,0,0,1,0,1,0,0
3.379,21,8,2019,21/08/2019,3,1,0,1,1,0,1,0,1,0,0,0,0
3.3814,22,8,2019,22/08/2019,4,1,0,0,1,0,1,1,1,1,0,0,0
3.377,23,8,2019,23/08/2019,5,1,1,0,1,0,0,1,1,1,1,1,0
3.379,26,8,2019,26/08/2019,1,0,0,1,0,0,0,0,1,1,0,1,0
3.388,27,8,2019,27/08/2019,2,0,0,0,1,1,1,1,0,1,1,1,1
3.399,28,8,2019,28/08/2019,3,1,0,0,0,0,1,1,1,1,0,0,1
3.399,29,8,2019,29/08/2019,4,1,0,1,1,1,1,0,0,0,0,1,0
3.399,30,8,2019,30/08/2019,5,1,0,1,1,1,0,1,1,1,0,1,0
3.405,2,9,2019,02/09/2019,1,0,1,0,1,0,0,0,1,0,1,1,0
3.405,3,9,2019,03/09/2019,2,1,1,1,1,1,0,1,1,1,1,0,1
3.392,4,9,2019,04/09/2019,3,1,0,1,0,0,0,1,0,1,1,1,0
3.367,5,9,2019,05/09/2019,4,0,0,1,1,1,0,1,1,0,0,1,1
3.346,6,9,2019,06/09/2019,5,0,0,0,1,1,1,1,1,1,1,1,0
3.347,9,9,2019,09/09/2019,1,1,1,1,0,1,0,1,1,0,0,1,1
3.348,10,9,2019,10/09/2019,2,0,0,1,0,1,0,1,1,0,1,0,1
3.344,11,9,2019,11/09/2019,3,0,0,0,1,0,0,1,0,0,1,0,0
3.331,12,9,2019,12/09/2019,4,1,0,1,1,1,1,0,1,0,1,1,1
3.318,13,9,2019,13/09/2019,5,0,0,0,0,1,1,0,0,0,1,1,0
3.327,16,9,2019,16/09/2019,1,1,0,1,0,0,0,1,0,0,1,0,0
3.345,17,9,2019,17/09/2019,2,0,0,0,0,1,0,0,0,1,0,0,1
3.345,18,9,2019,18/09/2019,3,1,0,1,1,0,0,1,1,0,1,1,1
3.354,19,9,2019,19/09/2019,4,1,1,1,1,0,0,1,0,0,1,1,1
3.361,20,9,2019,20/09/2019,5,1,0,1,1,1,1,1,1,1,1,1,1
3.364,23,9,2019,23/09/2019,1,0,0,1,1,0,1,0,1,1,0,1,1
3.346,24,9,2019,24/09/2019,2,1,1,0,0,1,0,0,0,1,0,0,0
3.352,25,9,2019,25/09/2019,3,1,1,0,0,0,1,1,0,0,0,0,0
3.365,26,9,2019,26/09/2019,4,0,0,0,1,1,1,1,1,1,0,1,0
3.395,27,9,2019,27/09/2019,5,1,0,1,0,0,0,0,0,1,1,0,0
3.385,30,9,2019,30/09/2019,1,1,1,1,1,1,0,0,1,1,1,1,1
3.393,1,10,2019,01/10/2019,2,1,0,0,0,1,1,0,1,1,1,0,0
3.388,2,10,2019,02/10/2019,3,1,1,1,0,1,0,1,0,1,1,0,1
3.378,3,10,2019,03/10/2019,4,1,1,1,1,1,0,0,0,1,0,1,0
3.378,4,10,2019,04/10/2019,5,1,1,1,1,1,1,0,0,1,0,1,0
3.388,7,10,2019,07/10/2019,1,0,1,0,1,0,1,0,0,1,1,0,1
3.388,8,10,2019,08/10/2019,2,1,1,1,1,1,1,1,0,1,0,0,0
3.379,9,10,2019,09/10/2019,3,0,1,1,0,1,1,0,0,0,1,1,0
3.361,10,10,2019,10/10/2019,4,1,1,1,0,0,1,1,0,1,0,1,0
3.357,11,10,2019,11/10/2019,5,0,1,0,0,1,0,1,0,1,1,0,1
3.365,14,10,2019,14/10/2019,1,0,1,0,1,1,1,0,1,1,0,1,1
3.372,15,10,2019,15/10/2019,2,0,0,0,0,0,0,0,1,0,0,0,0
3.37,16,10,2019,16/10/2019,3,1,1,0,0,1,1,0,1,1,0,0,0
3.355,17,10,2019,17/10/2019,4,1,1,1,0,0,0,1,1,1,1,0,0
3.347,18,10,2019,18/10/2019,5,1,0,0,1,1,1,1,1,0,1,0,0
3.347,21,10,2019,21/10/2019,1,1,0,1,0,0,1,1,0,1,0,0,0
